anime_id,url,title,title_english,source,episodes,status,aired start,aired finish,duration(minutes per episode),rating,score,scored by (#users),rank,popularity(rank),season,calculated year,year,broadcast day,producers,studios,genres,theme,demographic,members
34599,https://myanimelist.net/anime/34599/Made_in_Abyss,Made in Abyss,Made in Abyss,Web manga,13,Finished Airing,7/7/2017,9/29/2017,25,R - 17+ (violence & profanity),8.66,718488,66,93,summer,2017,2017,Fridays,"AT-X, Takeshobo, Sony Music Communications, Kadokawa Media House, Cygames, Kanetsu Investment, Kadokawa, Global Solutions, IRMA LA DOUCE",Kinema Citrus,"Adventure, Drama, Fantasy, Mystery, Sci-Fi","Gore, Survival",NA,1327086
457,https://myanimelist.net/anime/457/Mushishi,Mushishi,Mushi-Shi,Manga,26,Finished Airing,10/23/2005,6/19/2006,23,PG-13 - Teens 13 or older,8.66,271913,67,212,fall,2005,2005,Sundays,"Avex Entertainment, Marvelous Entertainment, SKY Perfect Well Think, Delfi Sound",Artland,"Adventure, Mystery, Slice of Life, Supernatural","Adult Cast, Historical, Iyashikei",Seinen,806724
5258,https://myanimelist.net/anime/5258/Hajime_no_Ippo__New_Challenger,Hajime no Ippo: New Challenger,Fighting Spirit: New Challenger,Manga,26,Finished Airing,1/7/2009,7/1/2009,23,PG-13 - Teens 13 or older,8.66,160549,68,839,winter,2009,2009,Wednesdays,"VAP, Kodansha, Nippon Television Network",Madhouse,Sports,Combat Sports,Shounen,274857
41084,https://myanimelist.net/anime/41084/Made_in_Abyss__Retsujitsu_no_Ougonkyou,Made in Abyss: Retsujitsu no Ougonkyou,Made in Abyss: The Golden City of the Scorching Sun,Web manga,12,Finished Airing,7/6/2022,9/28/2022,25,R - 17+ (violence & profanity),8.65,175763,70,536,summer,2022,2022,Wednesdays,"AT-X, Takeshobo, Kadokawa Media House, Cygames, Kadokawa, Global Solutions, Sony Music Solutions, IRMA LA DOUCE",Kinema Citrus,"Adventure, Drama, Fantasy, Mystery, Sci-Fi","Gore, Survival",NA,407854
23273,https://myanimelist.net/anime/23273/Shigatsu_wa_Kimi_no_Uso,Shigatsu wa Kimi no Uso,Your Lie in April,Manga,22,Finished Airing,10/10/2014,3/20/2015,22,PG-13 - Teens 13 or older,8.65,1312030,71,24,fall,2014,2014,Fridays,"Aniplex, Dentsu, Kodansha, Fuji TV, Lawson HMV Entertainment, Kyoraku Industrial Holdings, Kansai Telecasting",A-1 Pictures,"Drama, Romance","Love Polygon, Music, School",Shounen,2148371
11665,https://myanimelist.net/anime/11665/Natsume_Yuujinchou_Shi,Natsume Yuujinchou Shi,Natsume's Book of Friends Season 4,Manga,13,Finished Airing,1/3/2012,3/27/2012,24,PG-13 - Teens 13 or older,8.64,106143,72,963,winter,2012,2012,Tuesdays,"TV Tokyo, Aniplex, Nihon Ad Systems, Hakusensha, Sony Music Entertainment",Brains Base,"Drama, Slice of Life, Supernatural","Iyashikei, Mythology",Shoujo,239765
40591,https://myanimelist.net/anime/40591/Kaguya-sama_wa_Kokurasetai_Tensai-tachi_no_Renai_Zunousen,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,Kaguya-sama: Love is War Season 2,Manga,12,Finished Airing,4/11/2020,6/27/2020,24,PG-13 - Teens 13 or older,8.64,826498,73,98,spring,2020,2020,Saturdays,"Aniplex, Mainichi Broadcasting System, Shueisha, JR East Marketing & Communications",A-1 Pictures,Comedy,"Psychological, Romantic Subtext, School",Seinen,1290139
28891,https://myanimelist.net/anime/28891/Haikyuu_Second_Season,Haikyuu!! Second Season,Haikyu!! 2nd Season,Manga,25,Finished Airing,10/4/2015,3/27/2016,24,PG-13 - Teens 13 or older,8.63,915243,74,86,fall,2015,2015,Sundays,"Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Production I.G,Sports,"School, Team Sports",Shounen,1385876
40748,https://myanimelist.net/anime/40748/Jujutsu_Kaisen,Jujutsu Kaisen,Jujutsu Kaisen,Manga,24,Finished Airing,10/3/2020,3/27/2021,23,R - 17+ (violence & profanity),8.63,1533955,75,16,fall,2020,2020,Saturdays,"Mainichi Broadcasting System, TOHO animation, Shueisha, dugout, Sumzap",MAPPA,"Action, Award Winning, Fantasy",School,Shounen,2357449
2001,https://myanimelist.net/anime/2001/Tengen_Toppa_Gurren_Lagann,Tengen Toppa Gurren Lagann,Gurren Lagann,Original,27,Finished Airing,4/1/2007,9/30/2007,24,PG-13 - Teens 13 or older,8.63,879544,76,65,spring,2007,2007,Sundays,"TV Tokyo, Aniplex, Dentsu, Konami, Half H.P Studio, Bandai",Gainax,"Action, Adventure, Award Winning, Sci-Fi",Mecha,NA,1571223
34591,https://myanimelist.net/anime/34591/Natsume_Yuujinchou_Roku,Natsume Yuujinchou Roku,Natsume's Book of Friends Season 6,Manga,11,Finished Airing,4/12/2017,6/21/2017,23,PG-13 - Teens 13 or older,8.62,65919,78,1259,spring,2017,2017,Wednesdays,"TV Tokyo, Aniplex, Nihon Ad Systems, Hakusensha",Shuka,"Drama, Slice of Life, Supernatural","Iyashikei, Mythology",Shoujo,181005
22135,https://myanimelist.net/anime/22135/Ping_Pong_the_Animation,Ping Pong the Animation,Ping Pong the Animation,Manga,11,Finished Airing,4/11/2014,6/20/2014,23,PG-13 - Teens 13 or older,8.62,178464,80,582,spring,2014,2014,Fridays,"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings",Tatsunoko Production,"Award Winning, Drama, Sports",NA,Seinen,381858
35760,https://myanimelist.net/anime/35760/Shingeki_no_Kyojin_Season_3,Shingeki no Kyojin Season 3,Attack on Titan Season 3,Manga,12,Finished Airing,7/23/2018,10/15/2018,23,R - 17+ (violence & profanity),8.62,1542805,80,18,summer,2018,2018,Mondays,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprises",Wit Studio,"Action, Drama","Gore, Military, Survival",Shounen,2266402
1535,https://myanimelist.net/anime/1535/Death_Note,Death Note,Death Note,Manga,37,Finished Airing,10/4/2006,6/27/2007,23,R - 17+ (violence & profanity),8.62,2666222,81,2,fall,2006,2006,Wednesdays,"VAP, Nippon Television Network, Shueisha, D.N. Dream Partners",Madhouse,"Supernatural, Suspense","Detective, Psychological",Shounen,3782591
19647,https://myanimelist.net/anime/19647/Hajime_no_Ippo__Rising,Hajime no Ippo: Rising,Hajime No Ippo: The Fighting!,Manga,25,Finished Airing,10/6/2013,3/30/2014,22,PG-13 - Teens 13 or older,8.6,136924,87,933,fall,2013,2013,Sundays,"VAP, Kodansha, Nippon Television Network","Madhouse, MAPPA",Sports,Combat Sports,Shounen,248864
37991,https://myanimelist.net/anime/37991/JoJo_no_Kimyou_na_Bouken_Part_5__Ougon_no_Kaze,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,JoJo's Bizarre Adventure: Golden Wind,Manga,39,Finished Airing,10/6/2018,7/28/2019,23,R - 17+ (violence & profanity),8.58,656215,90,154,fall,2018,2018,Saturdays,Warner Bros. Japan,David Production,"Action, Adventure, Supernatural",Organized Crime,Shounen,983204
50265,https://myanimelist.net/anime/50265/Spy_x_Family,Spy x Family,,Manga,12,Finished Airing,4/9/2022,6/25/2022,24,PG-13 - Teens 13 or older,8.58,867624,91,79,spring,2022,2022,Saturdays,"TV Tokyo, Shogakukan-Shueisha Productions, TOHO animation, Shueisha","Wit Studio, CloverWorks","Action, Award Winning, Comedy",Childcare,Shounen,1425562
33,https://myanimelist.net/anime/33/Kenpuu_Denki_Berserk,Kenpuu Denki Berserk,Berserk,Manga,25,Finished Airing,10/8/1997,4/1/1998,25,R+ - Mild Nudity,8.57,335991,93,322,fall,1997,1997,Wednesdays,"VAP, Hakusensha, Nippon Television Network",OLM,"Action, Adventure, Drama, Fantasy, Horror","Gore, Military",Seinen,627808
32983,https://myanimelist.net/anime/32983/Natsume_Yuujinchou_Go,Natsume Yuujinchou Go,Natsume's Book of Friends Season 5,Manga,11,Finished Airing,10/5/2016,12/21/2016,23,PG-13 - Teens 13 or older,8.57,72758,95,1263,fall,2016,2016,Wednesdays,"TV Tokyo, Aniplex, Nihon Ad Systems, Hakusensha",Shuka,"Drama, Slice of Life, Supernatural","Iyashikei, Mythology",Shoujo,180526
10379,https://myanimelist.net/anime/10379/Natsume_Yuujinchou_San,Natsume Yuujinchou San,Natsume's Book of Friends Season 3,Manga,13,Finished Airing,7/5/2011,9/27/2011,24,PG-13 - Teens 13 or older,8.57,115433,96,937,summer,2011,2011,Tuesdays,"Aniplex, Sakura Create",Brains Base,"Drama, Slice of Life, Supernatural","Iyashikei, Mythology",Shoujo,247141
28735,https://myanimelist.net/anime/28735/Shouwa_Genroku_Rakugo_Shinjuu,Shouwa Genroku Rakugo Shinjuu,Showa Genroku Rakugo Shinju,Manga,13,Finished Airing,1/9/2016,4/2/2016,26,PG-13 - Teens 13 or older,8.57,92413,98,812,winter,2016,2016,Saturdays,"Starchild Records, Mainichi Broadcasting System, Kodansha, DAX Production",Studio Deen,Drama,"Historical, Love Polygon, Performing Arts",Josei,285261
7785,https://myanimelist.net/anime/7785/Yojouhan_Shinwa_Taikei,Yojouhan Shinwa Taikei,The Tatami Galaxy,Novel,11,Finished Airing,4/23/2010,7/2/2010,22,R - 17+ (violence & profanity),8.56,141255,99,496,spring,2010,2010,Fridays,"Dentsu, Kadokawa Shoten, Fuji TV, TOHO, Asmik Ace, Tohokushinsha Film Corporation, Sony Music Entertainment, Fujipacific Music",Madhouse,"Award Winning, Comedy, Mystery, Romance","Adult Cast, Psychological, Time Travel",NA,437631
44511,https://myanimelist.net/anime/44511/Chainsaw_Man,Chainsaw Man,Chainsaw Man,Manga,12,Finished Airing,10/12/2022,12/28/2022,24,R - 17+ (violence & profanity),8.55,724946,102,90,fall,2022,2022,Wednesdays,Unknown,MAPPA,"Action, Fantasy",Gore,Shounen,1369202
11741,https://myanimelist.net/anime/11741/Fate_Zero_2nd_Season,Fate/Zero 2nd Season,Fate/Zero Season 2,Light novel,12,Finished Airing,4/8/2012,6/24/2012,24,R - 17+ (violence & profanity),8.55,695777,103,130,spring,2012,2012,Sundays,"Aniplex, Nitroplus, Seikaisha, Notes",ufotable,"Action, Fantasy, Supernatural",NA,NA,1091757
40417,https://myanimelist.net/anime/40417/Fruits_Basket_2nd_Season,Fruits Basket 2nd Season,Fruits Basket 2nd Season,Manga,25,Finished Airing,4/7/2020,9/22/2020,23,PG-13 - Teens 13 or older,8.55,247237,104,437,spring,2020,2020,Tuesdays,"TV Tokyo, TV Osaka, Nihon Ad Systems, Hakusensha, Avex Pictures, TMS Music, 8PAN",TMS Entertainment,"Drama, Romance, Supernatural",School,Shoujo,486172
40776,https://myanimelist.net/anime/40776/Haikyuu_To_the_Top_Part_2,Haikyuu!! To the Top Part 2,Haikyu!! To the Top 2nd-cour,Manga,12,Finished Airing,10/3/2020,12/19/2020,23,PG-13 - Teens 13 or older,8.55,459346,105,233,fall,2020,2020,Saturdays,"Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Production I.G,Sports,"School, Team Sports",Shounen,778063
5300,https://myanimelist.net/anime/5300/Zoku_Natsume_Yuujinchou,Zoku Natsume Yuujinchou,Natsume's Book of Friends Season 2,Manga,13,Finished Airing,1/6/2009,3/31/2009,24,PG-13 - Teens 13 or older,8.54,122753,106,949,winter,2009,2009,Tuesdays,"Aniplex, Nihon Ad Systems",Brains Base,"Drama, Slice of Life, Supernatural","Iyashikei, Mythology",Shoujo,243112
877,https://myanimelist.net/anime/877/Nana,Nana,Nana,Manga,47,Finished Airing,4/5/2006,3/28/2007,23,R+ - Mild Nudity,8.54,242680,107,313,spring,2006,2006,Wednesdays,"VAP, Nippon Television Network, Shueisha",Madhouse,"Drama, Romance","Adult Cast, Love Polygon, Music",Shoujo,636209
16498,https://myanimelist.net/anime/16498/Shingeki_no_Kyojin,Shingeki no Kyojin,Attack on Titan,Manga,25,Finished Airing,4/7/2013,9/29/2013,24,R - 17+ (violence & profanity),8.54,2708858,109,1,spring,2013,2013,Sundays,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Pony Canyon Enterprises",Wit Studio,"Action, Award Winning, Drama, Suspense","Gore, Military, Survival",Shounen,3815570
170,https://myanimelist.net/anime/170/Slam_Dunk,Slam Dunk,Slam Dunk,Manga,101,Finished Airing,10/16/1993,3/23/1996,23,PG-13 - Teens 13 or older,8.54,131969,111,799,fall,1993,1993,Unknown,TV Asahi,Toei Animation,Sports,"School, Team Sports",Shounen,290452
40834,https://myanimelist.net/anime/40834/Ousama_Ranking,Ousama Ranking,Ranking of Kings,Web manga,23,Finished Airing,10/15/2021,3/25/2022,22,PG-13 - Teens 13 or older,8.53,315681,113,340,fall,2021,2021,Fridays,"Aniplex, Dentsu, Fuji TV, Kadokawa, Bandai Spirits",Wit Studio,"Adventure, Fantasy",NA,NA,603057
12365,https://myanimelist.net/anime/12365/Bakuman_3rd_Season,Bakuman. 3rd Season,Bakuman Season 3,Manga,25,Finished Airing,10/6/2012,3/30/2013,24,PG-13 - Teens 13 or older,8.53,190975,114,699,fall,2012,2012,Unknown,"NHK, Shueisha",J.C.Staff,"Comedy, Drama, Romance",Otaku Culture,Shounen,324558
30484,https://myanimelist.net/anime/30484/Steins_Gate_0,Steins;Gate 0,Steins;Gate 0,Visual novel,23,Finished Airing,4/12/2018,9/27/2018,23,PG-13 - Teens 13 or older,8.53,411926,115,193,spring,2018,2018,Thursdays,"Frontier Works, Movic, Kadokawa",White Fox,"Drama, Sci-Fi, Suspense",Time Travel,NA,845847
38474,https://myanimelist.net/anime/38474/Yuru_Camp△_Season_2,Yuru Camp△ Season 2,Laid-Back Camp Season 2,Manga,13,Finished Airing,1/7/2021,4/1/2021,23,PG-13 - Teens 13 or older,8.53,89234,116,1088,winter,2021,2021,Thursdays,"Half H.P Studio, MAGES., DeNA",C-Station,Slice of Life,"CGDCT, Iyashikei",NA,211822
801,https://myanimelist.net/anime/801/Koukaku_Kidoutai__Stand_Alone_Complex_2nd_GIG,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,Ghost in the Shell: Stand Alone Complex 2nd GIG,Manga,26,Finished Airing,1/1/2004,1/8/2005,25,R - 17+ (violence & profanity),8.52,102574,118,1036,winter,2004,2004,Unknown,"Bandai Visual, Dentsu, Victor Entertainment, Kodansha, Tokuma Shoten, Nippon Television Network",Production I.G,"Action, Mystery, Sci-Fi","Adult Cast, Detective, Mecha, Military",Seinen,223226
35839,https://myanimelist.net/anime/35839/Sora_yori_mo_Tooi_Basho,Sora yori mo Tooi Basho,A Place Further Than The Universe,Original,13,Finished Airing,1/2/2018,3/27/2018,23,PG-13 - Teens 13 or older,8.52,210576,119,431,winter,2018,2018,Tuesdays,"Movic, AT-X, Sony Music Communications, Docomo Anime Store, Kadokawa Media House, Kadokawa, NewGin, Crunchyroll SC Anime Fund",Madhouse,"Adventure, Comedy, Drama",CGDCT,NA,488241
35843,https://myanimelist.net/anime/35843/Gintama__Porori-hen,Gintama.: Porori-hen,Gintama.: Slip Arc,Manga,13,Finished Airing,10/2/2017,12/25/2017,23,PG-13 - Teens 13 or older,8.52,99085,121,1167,fall,2017,2017,Mondays,"TV Tokyo, Aniplex, Dentsu, Shueisha",Bandai Namco Pictures,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai",Shounen,195469
37779,https://myanimelist.net/anime/37779/Yakusoku_no_Neverland,Yakusoku no Neverland,The Promised Neverland,Manga,12,Finished Airing,1/10/2019,3/29/2019,22,R - 17+ (violence & profanity),8.51,1246717,123,37,winter,2019,2019,Fridays,"Aniplex, Dentsu, Fuji TV, Shueisha, CA-Cygames Anime Fund",CloverWorks,"Fantasy, Mystery, Sci-Fi, Suspense","Psychological, Survival",Shounen,1904668
205,https://myanimelist.net/anime/205/Samurai_Champloo,Samurai Champloo,Samurai Champloo,Original,26,Finished Airing,5/20/2004,3/19/2005,24,R - 17+ (violence & profanity),8.51,622102,124,107,spring,2004,2004,Saturdays,"Victor Entertainment, Fuji TV, Barnum Studio, Tokuma Shoten, flying DOG",Manglobe,"Action, Adventure, Comedy","Historical, Samurai",NA,1207013
25777,https://myanimelist.net/anime/25777/Shingeki_no_Kyojin_Season_2,Shingeki no Kyojin Season 2,Attack on Titan Season 2,Manga,12,Finished Airing,4/1/2017,6/17/2017,24,R - 17+ (violence & profanity),8.51,1798260,125,12,spring,2017,2017,Saturdays,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprises",Wit Studio,"Action, Drama, Suspense","Gore, Military, Survival",Shounen,2620702
30276,https://myanimelist.net/anime/30276/One_Punch_Man,One Punch Man,One Punch Man,Web manga,12,Finished Airing,10/5/2015,12/21/2015,24,R - 17+ (violence & profanity),8.5,2169147,126,4,fall,2015,2015,Mondays,"TV Tokyo, Bandai Visual, Lantis, Asatsu DK, Banpresto, Good Smile Company, Shueisha, JR East Marketing & Communications",Madhouse,"Action, Comedy","Adult Cast, Parody, Super Power",Seinen,3116366
31933,https://myanimelist.net/anime/31933/JoJo_no_Kimyou_na_Bouken_Part_4__Diamond_wa_Kudakenai,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,JoJo's Bizarre Adventure: Diamond is Unbreakable,Manga,39,Finished Airing,4/2/2016,12/24/2016,23,R - 17+ (violence & profanity),8.5,746805,127,131,spring,2016,2016,Saturdays,Warner Bros. Japan,David Production,"Action, Adventure, Supernatural",NA,Shounen,1082043
47194,https://myanimelist.net/anime/47194/Summertime_Render,Summertime Render,Summer Time Rendering,Manga,25,Finished Airing,4/15/2022,9/30/2022,23,R - 17+ (violence & profanity),8.5,190085,128,448,spring,2022,2022,Fridays,"Shogakukan-Shueisha Productions, Movic, MAGES., Tokyo MX, Shueisha, Toys Factory, Bandai Spirits",OLM,"Mystery, Supernatural, Suspense",Time Travel,Shounen,475849
12431,https://myanimelist.net/anime/12431/Uchuu_Kyoudai,Uchuu Kyoudai,Space Brothers,Manga,99,Finished Airing,4/1/2012,3/22/2014,24,PG-13 - Teens 13 or older,8.49,51726,129,1198,spring,2012,2012,Sundays,"Yomiuri Telecasting, Trinity Sound",A-1 Pictures,"Comedy, Sci-Fi","Adult Cast, Space, Workplace",Seinen,189642
38000,https://myanimelist.net/anime/38000/Kimetsu_no_Yaiba,Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba,Manga,26,Finished Airing,4/6/2019,9/28/2019,23,R - 17+ (violence & profanity),8.49,2002950,131,7,spring,2019,2019,Saturdays,"Aniplex, Shueisha",ufotable,"Action, Award Winning, Fantasy",Historical,Shounen,2894469
32182,https://myanimelist.net/anime/32182/Mob_Psycho_100,Mob Psycho 100,Mob Psycho 100,Web manga,12,Finished Airing,7/11/2016,9/27/2016,24,PG-13 - Teens 13 or older,8.49,1229276,132,32,summer,2016,2016,Tuesdays,"Warner Bros. Japan, KlockWorx, BS Fuji, Hakuhodo DY Music & Pictures, Shogakukan",Bones,"Action, Comedy, Supernatural",Super Power,NA,1999916
30654,https://myanimelist.net/anime/30654/Ansatsu_Kyoushitsu_2nd_Season,Ansatsu Kyoushitsu 2nd Season,Assassination Classroom Second Season,Manga,25,Finished Airing,1/8/2016,7/1/2016,23,PG-13 - Teens 13 or older,8.49,864378,133,85,winter,2016,2016,Fridays,"Dentsu, Studio Hibari, Fuji TV, DAX Production, Avex Pictures, Shueisha, Kansai Telecasting",Lerche,"Action, Comedy",School,Shounen,1388047
3297,https://myanimelist.net/anime/3297/Aria_the_Origination,Aria the Origination,Aria the Origination,Manga,13,Finished Airing,1/8/2008,4/1/2008,24,G - All Ages,8.48,31239,135,1684,winter,2008,2008,Tuesdays,"Production I.G, TV Tokyo, Media Factory, Shochiku, Mag Garden",Hal Film Maker,"Fantasy, Sci-Fi, Slice of Life",Iyashikei,Shounen,125750
36649,https://myanimelist.net/anime/36649/Banana_Fish,Banana Fish,Banana Fish,Manga,24,Finished Airing,7/6/2018,12/21/2018,22,R - 17+ (violence & profanity),8.48,358128,136,203,summer,2018,2018,Fridays,"Aniplex, Dentsu, Movic, Fuji TV, Shogakukan",MAPPA,"Action, Adventure, Drama, Suspense","Delinquents, Organized Crime, Psychological",Shoujo,831033
6114,https://myanimelist.net/anime/6114/Rainbow__Nisha_Rokubou_no_Shichinin,Rainbow: Nisha Rokubou no Shichinin,Rainbow,Manga,26,Finished Airing,4/7/2010,9/29/2010,22,R - 17+ (violence & profanity),8.48,153924,137,568,spring,2010,2010,Wednesdays,"VAP, Nippon Television Network",Madhouse,"Drama, Suspense","Delinquents, Historical",Seinen,386667
50330,https://myanimelist.net/anime/50330/Bungou_Stray_Dogs_4th_Season,Bungou Stray Dogs 4th Season,Bungo Stray Dogs 4,Manga,13,Finished Airing,1/4/2023,3/29/2023,23,R - 17+ (violence & profanity),8.46,86488,140,909,winter,2023,2023,Wednesdays,"WOWOW, Lantis, Movic, Glovision, Crunchyroll, Kadokawa, Sony Music Solutions, Bandai Namco Music Live",Bones,"Action, Mystery, Supernatural","Adult Cast, Detective, Organized Crime, Super Power",Seinen,254106
37379,https://myanimelist.net/anime/37379/Chihayafuru_3,Chihayafuru 3,,Manga,24,Finished Airing,10/23/2019,3/25/2020,22,PG-13 - Teens 13 or older,8.46,59959,141,1582,fall,2019,2019,Wednesdays,"Kodansha, Nippon Television Network, TC Entertainment, Nippon Television Music, FBC",Madhouse,"Drama, Sports","Love Polygon, School, Strategy Game",Josei,135778
392,https://myanimelist.net/anime/392/Yuu☆Yuu☆Hakusho,Yuu☆Yuu☆Hakusho,Yu Yu Hakusho: Ghost Files,Manga,112,Finished Airing,10/10/1992,1/7/1995,24,PG-13 - Teens 13 or older,8.46,321012,143,292,fall,1992,1992,Unknown,"Yomiko Advertising, Fuji TV",Pierrot,"Action, Fantasy","Martial Arts, Mythology",Shounen,666570
10165,https://myanimelist.net/anime/10165/Nichijou,Nichijou,Nichijou - My Ordinary Life,Manga,26,Finished Airing,4/3/2011,9/25/2011,23,PG-13 - Teens 13 or older,8.46,357130,145,186,spring,2011,2011,Sundays,"Lantis, Kadokawa Shoten, Movic, Rakuonsha, Kadokawa Pictures Japan, KlockWorx, Animation Do",Kyoto Animation,Comedy,"Gag Humor, School",Shounen,869404
31181,https://myanimelist.net/anime/31181/Owarimonogatari,Owarimonogatari,Owarimonogatari,Light novel,12,Finished Airing,10/4/2015,12/20/2015,26,R - 17+ (violence & profanity),8.45,229563,147,460,fall,2015,2015,Sundays,Aniplex,Shaft,"Comedy, Mystery, Supernatural",Vampire,NA,467713
40059,https://myanimelist.net/anime/40059/Golden_Kamuy_3rd_Season,Golden Kamuy 3rd Season,Golden Kamuy Season 3,Manga,12,Finished Airing,10/5/2020,12/21/2020,23,R - 17+ (violence & profanity),8.45,77675,148,1397,fall,2020,2020,Mondays,"Magic Capsule, NBCUniversal Entertainment Japan, Twin Engine",Geno Studio,"Action, Adventure","Adult Cast, Historical, Military",Seinen,159933
53887,https://myanimelist.net/anime/53887/Spy_x_Family_Season_2,Spy x Family Season 2,,Manga,12,Currently Airing,10/7/2023,,23,PG-13 - Teens 13 or older,8.45,11888,149,864,fall,2023,2023,Saturdays,"TV Tokyo, Shogakukan-Shueisha Productions, TOHO animation, Shueisha","Wit Studio, CloverWorks","Action, Comedy",Childcare,Shounen,266772
36999,https://myanimelist.net/anime/36999/Zoku_Owarimonogatari,Zoku Owarimonogatari,,Light novel,6,Finished Airing,5/19/2019,6/23/2019,28,R - 17+ (violence & profanity),8.44,103140,152,1056,spring,2019,2019,Sundays,"Aniplex, Kodansha",Shaft,"Comedy, Mystery, Supernatural",Vampire,NA,218657
42203,https://myanimelist.net/anime/42203/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season_Part_2,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,Re:ZERO -Starting Life in Another World- Season 2 Part 2,Light novel,12,Finished Airing,1/6/2021,3/24/2021,29,R - 17+ (violence & profanity),8.44,490823,154,194,winter,2021,2021,Wednesdays,"AT-X, Memory-Tech, Hakuhodo DY Music & Pictures, Kadokawa Media House, Kadokawa",White Fox,"Drama, Fantasy, Suspense","Isekai, Psychological, Time Travel",NA,844480
20583,https://myanimelist.net/anime/20583/Haikyuu,Haikyuu!!,Haikyu!!,Manga,25,Finished Airing,4/6/2014,9/21/2014,24,PG-13 - Teens 13 or older,8.44,1187408,155,36,spring,2014,2014,Sundays,"Dentsu, Mainichi Broadcasting System, Movic, TOHO animation, Shueisha, Spacey Music Entertainment",Production I.G,Sports,"School, Team Sports",Shounen,1906801
26055,https://myanimelist.net/anime/26055/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders_2nd_Season,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,JoJo's Bizarre Adventure: Stardust Crusaders - Battle in Egypt,Manga,24,Finished Airing,1/10/2015,6/20/2015,23,R - 17+ (violence & profanity),8.44,763948,156,133,winter,2015,2015,Saturdays,"Yomiko Advertising, Warner Bros. Japan, KlockWorx, Medicos Entertainment, Shueisha",David Production,"Action, Adventure, Supernatural",NA,Shounen,1074120
37105,https://myanimelist.net/anime/37105/Grand_Blue,Grand Blue,Grand Blue Dreaming,Manga,12,Finished Airing,7/14/2018,9/29/2018,24,PG-13 - Teens 13 or older,8.43,402550,159,243,summer,2018,2018,Saturdays,"Mainichi Broadcasting System, Kodansha, NBCUniversal Entertainment Japan, Avex Pictures, Q-Tec, JR East Marketing & Communications, GYAO!",Zero-G,Comedy,Adult Cast,Seinen,749831
2246,https://myanimelist.net/anime/2246/Mononoke,Mononoke,Mononoke,Original,12,Finished Airing,7/13/2007,9/28/2007,22,R - 17+ (violence & profanity),8.43,89977,160,723,summer,2007,2007,Fridays,"Dentsu, SKY Perfect Well Think, Fuji TV, Asmik Ace, Sony Music Entertainment",Toei Animation,"Horror, Mystery, Supernatural","Adult Cast, Historical, Mythology, Psychological",NA,316773
49721,https://myanimelist.net/anime/49721/Karakai_Jouzu_no_Takagi-san_3,Karakai Jouzu no Takagi-san 3,Teasing Master Takagi-san 3,Manga,12,Finished Airing,1/8/2022,3/26/2022,24,PG-13 - Teens 13 or older,8.42,77948,163,1287,winter,2022,2022,Saturdays,"Shogakukan-Shueisha Productions, Magic Capsule, Asmik Ace, TOHO animation, Shogakukan, Toho Music",Shin-Ei Animation,Comedy,"Romantic Subtext, School",Shounen,177094
38889,https://myanimelist.net/anime/38889/Kono_Oto_Tomare_Part_2,Kono Oto Tomare! Part 2,Kono Oto Tomare!: Sounds of Life Season 2,Manga,13,Finished Airing,10/6/2019,12/29/2019,23,PG-13 - Teens 13 or older,8.42,89763,164,1334,fall,2019,2019,Sundays,"WOWOW, Movic, KlockWorx, Memory-Tech, King Records, Shueisha, Pony Canyon Enterprises",Platinum Vision,"Drama, Romance","Music, Performing Arts, School",Shounen,169301
467,https://myanimelist.net/anime/467/Koukaku_Kidoutai__Stand_Alone_Complex,Koukaku Kidoutai: Stand Alone Complex,Ghost in the Shell: Stand Alone Complex,Manga,26,Finished Airing,10/1/2002,10/1/2003,25,R - 17+ (violence & profanity),8.42,161899,165,562,fall,2002,2002,Unknown,"Bandai Visual, Dentsu, Victor Entertainment, Animax, Kodansha, Trilogy Future Studio, Tokuma Shoten, Nippon Television Network",Production I.G,"Action, Award Winning, Sci-Fi","Adult Cast, Detective, Mecha, Military",Seinen,389697
